Marque,Model,Année,Kilométrage,Code Postal,Prix
FORD EDGE,2.0 TDCI 210 I- AWD VIGNALE POWERSHIFT,2016,129 695 km,84,31 180 €
PEUGEOT 308 (2E GENERATION),II 1.6 BLUEHDI 100 S&S ACTIVE BUSINESS,2017,130 226 km,25,11 530 €
BMW SERIE 5 F11 TOURING,(F11) TOURING 530D 258 LUXURY BVA8,2011,115 900 km,92,27 430 €
PORSCHE 911 TYPE 992 CABRIOLET,(992) CABRIOLET 3.0 450 CARRERA 4S PDK,2018,21 201 km,67,190 910 €
MERCEDES GLC COUPE,300 FASCINATION 4MATIC,2018,86 646 km,24,63 220 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 420D 190 SPORT BVA8,2016,74 090 km,66,37 180 €
JAGUAR I-PACE,EV400 AWD HSE,2020,44 517 km,95,63 600 €
PORSCHE BOXSTER TYPE 986,(986) 2.7 220 TIPTRONIC,2008,54 589 km,78,35 080 €
VOLKSWAGEN GOLF 8,VIII 1.5 ETSI OPF 150 R-LINE 1ST DSG7,2022,11 385 km,69,36 770 €
JAGUAR F-PACE,2.0 D 180 R-SPORT LIMITED 4X4 BVA,2020,52 438 km,37,48 040 €
SKODA OCTAVIA 3 COMBI RS,III (2) COMBI 2.0 TDI 184 4X4 RS DSG7,2019,47 397 km,30,37 940 €
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE INTENS EDC,2018,76 040 km,45,19 820 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT LINE,2017,28 706 km,63,20 890 €
RENAULT ZOE,LIFE CHARGE RAPIDE TYPE 2,2017,53 130 km,31,8 930 €
FORD KUGA 2,II (2) 1.5 TDCI 120 S&S BUSINESS NAV POWERSHIFT,2018,93 938 km,35,20 520 €
RENAULT CLIO 4,IV (2) 0.9 TCE 90 INTENS,2019,52 776 km,47,13 480 €
PEUGEOT 3008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S ALLURE,2018,92 070 km,11,21 580 €
CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 120 S&S BVM6 CLUB BV6,2016,79 766 km,24,21 380 €
DACIA DUSTER 2,II 1.5 DCI 110 CONFORT 4X2,2017,44 383 km,69,19 950 €
DODGE RAMCHARGER,150 CUSTOM 318 V8,1987,89 600 km,67,30 120 €
PORSCHE 911 TYPE 991 CABRIOLET,(991) (2) CABRIOLET 3.0 450 CARRERA 4 GTS PDK7,2018,41 890 km,51,165 080 €
KIA CEE D 2,II (2) 1.4 100 MOTION BV6,2017,94 787 km,91,16 400 €
MINI MINI 3 5P,III 2.0 COOPER SD 170 FINITION CHILI 5P,2018,65 581 km,57,24 360 €
RENAULT CLIO 5,V 1.0 TCE 100 INTENS,2021,19 483 km,31,19 200 €
DS DS 7 CROSSBACK,2.0 BLUEHDI 180 PERFORMANCE LINE + AUTOMATIQUE,2018,66 022 km,37,42 940 €
AUDI R8,COUPE 4.2 V8 420 QUATTRO R TRONIC,2008,110 670 km,74,61 760 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,2021,29 660 km,24,31 350 €
MERCEDES CLASSE M 3,III 250 BLUETEC 4MATIC SPORT 7G-TRONIC,2015,138 631 km,47,27 520 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 90 ENERGY BUSINESS,2016,96 134 km,28,13 510 €
VOLKSWAGEN POLO 6,VI 1.0 TSI 115 R-LINE DSG7,2019,39 346 km,24,21 920 €
PEUGEOT 5008 (2E GENERATION),II 2.0 BLUEHDI 150 S&S GT LINE,2017,41 370 km,35,32 620 €
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 136 HYBRID 48V CREATIVE DCT-7,2020,71 324 km,69,29 820 €
DACIA LOGAN 2 MCV,II MCV 0.9 DCI 75 AMBIANCE,2013,98 280 km,66,9 430 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 118D BUSINESS DESIGN BVA8,2019,69 061 km,69,27 810 €
VOLKSWAGEN TOUAREG 2,II (2) 3.0 V6 TDI 262 BLUEMOTION TECHNOLOGY R-LINE TIPTRONIC,2016,133 384 km,55,29 940 €
MERCEDES CLASSE C 5,V 220 D AMG LINE 9G-TRONIC,2017,56 040 km,77,38 600 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 110 ENERGY INTENS,2017,105 773 km,24,15 730 €
RENAULT KADJAR,1.5 DCI 115 BLUE INTENS,2020,43 258 km,28,24 250 €
AUDI A6 (3E GENERATION),III 3.2 FSI 256 AMBITION LUXE QUATTRO TIPTRONIC,2004,135 898 km,24,13 680 €
BMW X4 F26,(F26) XDRIVE20D 190 XLINE BVA8,2018,128 800 km,59,33 580 €
VOLKSWAGEN GOLF SPORTSVAN,1.6 TDI 115 BLUEMOTION TECHNOLOGY SOUND,2016,89 040 km,57,16 830 €
PEUGEOT 508 (2E GENERATION),II HYBRID 225 10CV ALLURE E-EAT8,2019,19 449 km,78,38 700 €
PORSCHE PANAMERA 2 SPORT TURISMO,II SPORT TURISMO TURBO,2018,99 630 km,77,122 980 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 110 BLUEMOTION TECHNOLOGY SPORTLINE,2011,109 476 km,55,16 930 €
CITROEN C4 PICASSO 2,II 1.6 E-HDI 115 INTENSIVE ETG6,2015,170 944 km,80,12 040 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 190 DESIGN LUXE,2016,61 690 km,69,35 980 €
ASTON MARTIN V8 VANTAGE,4.0 510 V8 VANTAGE BVA7,2019,2 059 km,67,214 140 €
RENAULT KADJAR,(2) 1.3 TCE 160 FAP INTENS EDC,2022,9 770 km,45,28 740 €
RENAULT MASTER 2 COMBI,II COMBI 2.5 DCI 120 L2H2 2T8 E3,2007,87 150 km,24,15 640 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 150 S&S ALLURE BUSINESS,2018,89 613 km,35,29 230 €
MAZDA MX5 (3E GENERATION),III ROADSTER 1.8 MZR 125 ATHLETIC,2009,79 948 km,71,17 880 €
PORSCHE 911 TYPE 992,(992) COUPE 3.0 450 CARRERA S PDK8,2018,10 057 km,27,177 290 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.3 TCE 140 FAP LIMITED,2021,11 231 km,77,23 350 €
AUDI Q5 (2E GENERATION),II 45 TFSI 245 QUATTRO S TRONIC 7,2020,44 568 km,67,66 180 €
CITROEN DS4,2.0 HDI 160 FAP SPORT CHIC BVA6,2012,106 259 km,16,14 140 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S ELLE EAT6,2018,19 410 km,61,22 550 €
PORSCHE CAYENNE 3,III 4.0 V8 680 TURBO S E-HYBRID TIPTRONIC BVA,2018,27 656 km,69,183 730 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) ACTIVE TOURER 216D LUXURY,2016,127 490 km,74,17 030 €
PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S GT,2022,32 482 km,33,22 780 €
BMW SERIE 5 G30,(G30) 530DA 265 XDRIVE M SPORT,2020,62 085 km,10,49 390 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 1.4 TFSI 150,2017,70 694 km,31,28 780 €
AUDI A6 (4E GENERATION) ALLROAD,IV (2) 3.0 BITDI 320 AMBITION LUXE TIPTRONIC 8,2014,140 619 km,76,36 840 €
RENAULT MEGANE 3,III (2) 1.5 DCI 110 FAP GEN6 AUTHENTIQUE ECO2,2011,105 603 km,36,11 180 €
RENAULT KADJAR,1.3 TCE 160CH FAP INTENS EDC 21,2022,6 938 km,78,29 260 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 110 S&S SHINE BV6,2022,21 980 km,47,23 190 €
PORSCHE MACAN,3.0 V6 S,2016,75 390 km,67,57 980 €
VOLKSWAGEN POLO 5,V 1.6 TDI 90 CR FAP BLUEMOTION TECHNOLOGY CONFORTLINE 5P,2016,124 486 km,78,10 480 €
RENAULT KANGOO 2 SOCIETE,II 1.5 DCI 85 EXPRESSION PRO,2018,70 166 km,24,17 030 €
RENAULT CLIO 5,V 1.6 E-TECH 140 ZEN,2020,27 132 km,78,21 050 €
CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 120 S&S BUSINESS BV6,2019,160 601 km,69,18 850 €
RENAULT CLIO 5,V 1.6 E-TECH 140 ZEN,2020,27 132 km,78,21 050 €
CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 120 S&S BUSINESS BV6,2019,160 601 km,69,18 850 €
BMW X4 F26,(F26) XDRIVE30D 258 M SPORT BVA8,2017,78 618 km,78,43 580 €
FORD TRANSIT 4,IV P 350 L2 TREND 2.0 L ECOBOOST 130,2019,44 637 km,28,27 540 €
PORSCHE PANAMERA 2,II (2) 2.9 V6 462 HYBRID 4 EXECUTIVE,2020,10 958 km,37,135 280 €
PEUGEOT 508 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,2018,32 460 km,35,28 230 €
CHEVROLET CAMARO 5,V COUPE 6.2 V8 432 45TH ANNIVERSAIRE,2010,52 700 km,67,49 470 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S SHINE EAT8,2020,1 km,42,33 180 €
MERCEDES CLASSE E 5 BREAK,V BREAK 350 D ALL TERRAIN 4MATIC 9G-TRONIC,2019,99 081 km,74,44 690 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,2019,90 608 km,78,26 180 €
PORSCHE 911 TYPE 991 CABRIOLET,(991) (2) CABRIOLET 3.0 370 CARRERA PDK,2015,30 003 km,69,123 180 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 420D XDRIVE 190 M SPORT BVA8,2017,83 733 km,37,31 480 €
VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY SOUND DSG7 5P,2017,75 529 km,10,24 240 €
VOLKSWAGEN GOLF 8,VIII 2.0 TDI 200 GTD DSG7,2023,22 km,92,54 760 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S ALLURE,2019,36 575 km,95,21 830 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV CROSSWAY,2020,39 929 km,76,32 720 €
RENAULT TWINGO 3,III (2) 1.0 SCE 75 ZEN,2020,31 669 km,47,10 050 €
FORD MONDEO 4,IV 2.0 TDCI 150 TITANIUM POWERSHIFT 6 5P,2020,54 750 km,45,18 790 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO ACTIVE DSG7,2022,17 582 km,62,33 500 €
AUDI Q8,50 TDI 286 S LINE QUATTRO TIPTRONIC,2020,61 409 km,31,99 180 €
PEUGEOT 108,1.0 VTI 72 S&S STYLE 3P,2021,1 901 km,11,12 190 €
BMW SERIE 5 G31 TOURING,(G31) TOURING 520DA 190 M SPORT,2018,65 291 km,57,37 020 €
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 ULTIMATE AUTOMATIQUE,2021,6 990 km,26,38 340 €
PEUGEOT 508 (2E GENERATION),II 2.0 BLUEHDI 160 S&S GT LINE EAT8,2020,32 947 km,72,36 560 €
AUDI Q3,(2) 2.0 TDI 150 S LINE QUATTRO S TRONIC,2016,100 060 km,95,32 060 €
RENAULT CLIO 4,IV 1.5 DCI 90 ENERGY BUSINESS ECO2 82G,2018,99 903 km,35,12 160 €
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,2020,60 829 km,78,23 660 €
BMW X5 F15,BVA8 XDRIVE30D 258 XLINE,2017,94 895 km,38,44 050 €
RENAULT GRAND SCENIC 3,III (3) 1.6 DCI 130 ENERGY BUSINESS 7PL ECO2,2014,103 633 km,24,14 430 €
PORSCHE 911 TYPE 991 TARGA,(991) (2) 3.0 450 TARGA 4 GTS PDK,2019,33 750 km,27,209 870 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.6 HYBRID 225 GT PACK E-EAT8,2023,1 160 km,24,56 820 €
VOLKSWAGEN GOLF 6 CABRIOLET,VI CABRIOLET 2.0 TDI 140 CARAT DSG6,2013,174 005 km,55,17 480 €
RENAULT KANGOO 2,II (2) 1.5 DCI 90 ENERGY FT INTENS,2018,177 135 km,24,10 240 €
RENAULT KANGOO 2 EXPRESS,II (2) EXTRA R-LINK DCI 90,2017,111 614 km,24,17 960 €
TOYOTA COROLLA 12 TREK,VII TREK,2020,15 580 km,66,25 970 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG7,2011,81 489 km,55,20 650 €
OPEL MOKKA,1.6 CDTI 136 4X2 ECOFLEX S/S COSMO PACK,2015,140 382 km,66,12 740 €
DODGE RAM,1500 5.7 V8 390 HEMI CREW CAB LARAMIE,2021,43 km,69,114 570 €
MAZDA MX5 (4E GENERATION) ST,IV ST 2.0 SKYACTIV-G 184 SELECTION EDITION SPECIALE,2019,37 923 km,71,31 280 €
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 IQ.DRIVE,2021,19 500 km,62,21 610 €
BMW SERIE 3 F31 TOURING,(F31) (2) TOURING 330I XDRIVE 252 LUXURY BVA8,2016,64 862 km,94,38 750 €
LAND ROVER RANGE ROVER 4,IV 4.4 SDV8 VOGUE,2014,118 690 km,69,57 070 €
MAZDA MX5 (3E GENERATION),III ROADSTER COUPE 1.8 MZR 125 ELEGANCE CUIR,2009,75 082 km,71,17 490 €
VOLVO S90 (2E GENERATION),II D4 190 BUSINESS GEARTRONIC 8,2018,80 366 km,37,27 480 €
PORSCHE 911 TYPE 991 TARGA,(991) (2) 3.0 450 34CV TARGA 4 GTS PDK7,2019,49 476 km,27,197 030 €
PORSCHE 911 TYPE 991 CABRIOLET,(991) CABRIOLET 3.4 350 CARRERA,2012,117 975 km,27,102 720 €
BMW X1 F48,(F48) (2) SDRIVE18I 8CV M SPORT DKG7,2018,30 107 km,66,35 560 €
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 136 HTRAC EXECUTIVE DCT-7,2019,97 545 km,24,31 230 €
VOLKSWAGEN T-ROC,2.0 TDI 150 4MOTION ACTIVE DSG7,2023,550 km,25,42 040 €
VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG7 5P,2018,86 897 km,60,24 570 €
MAZDA MX5 (4E GENERATION) ST,IV ST 2.0 SKYACTIV-G 184 SELECTION,2017,34 249 km,71,30 610 €
PORSCHE MACAN,3.0 V6 S,2017,62 830 km,51,70 630 €
AUDI Q2,2.0 TDI 150 SPORT QUATTRO S TRONIC 7,2018,89 258 km,69,31 860 €
RENAULT CLIO 4,IV (2) 1.5 DCI 75 BUSINESS,2020,25 427 km,91,14 440 €
OPEL INSIGNIA SPORTS TOURER,SPORTS TOURER 2.0 CDTI 130 S/S COSMO PACK,2012,135 042 km,16,14 130 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT,2020,1 km,42,31 000 €
VOLVO XC90 (2E GENERATION),II D5 225 AWD R-DESIGN 5PL,2014,93 024 km,37,47 860 €
AUDI A1 SPORTBACK,(2) SPORTBACK 1.4 TDI 90 BUSINESS LINE S TRONIC,2016,86 401 km,24,21 860 €
MERCEDES CLASSE B 3,III 180 D AMG LINE EDITION 7G-DCT,2022,8 024 km,33,42 460 €
SUZUKI SWIFT 2,II 1.3 VVT 92 GLX 3P,2005,142 774 km,80,4 160 €
PORSCHE CAYENNE 2,II 4.8 V8 500 TURBO TIPTRONIC,2014,145 022 km,69,45 890 €
PORSCHE 911 TYPE 991,(991) (2) 3.0 420 CARRERA 4S PDK,2015,23 790 km,63,146 270 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.2 PURETECH 130 S&S ALLURE PACK EAT8,2022,22 863 km,28,24 520 €
RENAULT CAPTUR 2,II 1.3 TCE 140 INTENS MY21,2020,12 km,69,31 350 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2018,68 874 km,24,18 410 €
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 136 EXECUTIVE DCT-7,2020,115 762 km,35,27 480 €
CITROEN BERLINGO 2,II (3) 1.6 BLUEHDI 75 BUSINESS M,2018,73 313 km,47,15 880 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 118I BUSINESS BVA8 5P,2018,117 600 km,24,18 920 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 2.0 TDI 150 DESIGN LUXE S TRONIC 7,2018,113 740 km,35,29 140 €
FIAT 500 X,(2) 1.6 MULTIJET 130 7CV SPORT,2020,53 km,92,28 230 €
PORSCHE 911 TYPE 930,(930) TURBO 3.3 300 BV5,1990,139 292 km,69,158 180 €
RENAULT CLIO 5,V 1.0 TCE 100 GPL ZEN,2021,32 305 km,38,17 420 €
JEEP RENEGADE,(2) 1.6 MULTIJET S&S 130 7CV LIMITED,2020,35 254 km,24,25 350 €
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE BUSINESS,2020,39 533 km,45,17 640 €
MERCEDES CLASSE C 4 COUPE,IV (2) COUPE 220 D 9G-TRONIC AMG LINE,2020,42 521 km,95,49 930 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S SHINE EAT8,2018,68 612 km,24,31 620 €
PEUGEOT 208,(2) 1.2 PURETECH 110 S&S ALLURE BUSINESS 5P,2018,7 847 km,69,16 570 €
BMW X5 E70,(E70) XDRIVE30DA 235 EXCLUSIVE 7PL,2006,200 216 km,95,20 840 €
AUDI A1,2.0 TDI 143 S LINE,2014,67 258 km,55,17 960 €
PORSCHE MACAN,(2) 3.0 S 354 24CV,2020,20 227 km,27,100 450 €
LAND ROVER RANGE ROVER SPORT 2,II 3.0 SDV6 306 19CV AUTOBIOGRAPHY DYNAMIC AUTO,2016,111 033 km,69,53 690 €
MERCEDES CLA SHOOTING BRAKE,(2) SHOOTING BRAKE 200 D INSPIRATION 7G-DCT,2017,127 100 km,24,21 940 €
VOLKSWAGEN POLO 6,VI 1.0 65 TRENDLINE,2019,116 915 km,77,13 280 €
JAGUAR XK8 CABRIOLET,CABRIOLET 4.0 BVA,2002,180 260 km,37,22 180 €
AUDI Q5,2.0 TDI 170 DPF AMBIENTE QUATTRO S TRONIC 7,2013,183 777 km,55,18 300 €
VOLKSWAGEN T-CROSS,1.0 TSI 110 CARAT DSG,2021,12 km,69,33 620 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV ALLURE EAT8,2022,60 km,84,39 940 €
CITROEN C5 AIRCROSS,1.6 HYBRID 225 SHINE PACK E-EAT8,2020,440 km,66,48 150 €
SKODA KAMIQ,1.6 TDI 116 AMBITION DSG7,2022,17 844 km,30,25 080 €
PEUGEOT 5008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE BUSINESS EAT8,2021,7 348 km,63,37 360 €
FERRARI 360 MODENA SPIDER,SPIDER F1,2002,19 635 km,67,112 930 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 FEEL,2019,35 110 km,11,14 600 €
MERCEDES CLA 2,II 200 D 7CV AMG LINE 8G-DCT,2021,37 950 km,24,44 620 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2018,60 357 km,06,23 190 €
DS DS 7 CROSSBACK,1.5 BLUEHDI 130 PERFORMANCE LINE AUTOMATIQUE,2018,37 282 km,68,34 540 €
TOYOTA YARIS 3,III (3) 70 VVT-I DESIGN Y20 5P,2021,25 199 km,94,15 440 €
RENAULT CLIO 4 SOCIETE,IV (2) SOCIETE 1.5 DCI 75 ENERGY AIR MEDIANAV,2019,83 006 km,31,12 080 €
RENAULT KADJAR,1.2 TCE 130 ENERGY ZEN,2019,42 600 km,31,20 170 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) ACTIVE TOURER 216D BUSINESS,2014,129 224 km,59,15 940 €
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE BUSINESS INTENS 7PL,2018,72 150 km,51,21 630 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S GT LINE,2018,25 263 km,17,29 090 €
MERCEDES CLASSE B 2,II (2) 160 D INSPIRATION,2018,52 415 km,94,22 120 €
VOLKSWAGEN TOUAREG,3.0 V6 TDI CARAT BVA6,2010,186 811 km,95,13 070 €
BMW SERIE 2 F87 COUPE M2,(F87) M2 3.0 COMPETITION 30CV DKG7,2017,24 428 km,67,84 240 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 120 S&S GT LINE EAT6,2020,62 490 km,17,22 200 €
VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 150 R-LINE DSG7,2020,9 388 km,01,43 380 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE BV6,2018,10 578 km,91,17 750 €
PEUGEOT 5008,(2) 2.0 BLUEHDI 150 S&S 8CV ALLURE 7PL,2015,108 444 km,77,19 690 €
VOLVO XC40,T4 RECHARGE 129+82 R-DESIGN DCT7,2019,11 180 km,95,52 780 €
SKODA FABIA 3 COMBI,III COMBI 1.0 TSI 95 CLEVER,2022,10 431 km,31,18 060 €
HONDA CIVIC 10,X 1.5 I-VTEC 182 SPORT PLUS CVT 5P,2018,40 320 km,78,27 880 €
SUZUKI JIMNY,1.3 VVT JLX BERLINE,2005,75 758 km,16,17 480 €
FIAT TIPO 2,II 1.4 95 5CV EASY 5P,2017,44 752 km,33,14 260 €
RENAULT MEGANE 4,IV 1.6 DCI 130 ENERGY INTENS,2017,158 018 km,25,14 260 €
ALFA ROMEO STELVIO,2.2 DIESEL 150 STELVIO AT8,2019,73 113 km,49,31 590 €
CITROEN NEMO,1.3 HDI 80 CLUB,2016,43 097 km,47,12 780 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 6CV S&S GT,2022,12 501 km,17,31 330 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,6 622 km,47,17 840 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S FEEL PACK BV6,2022,26 566 km,13,18 340 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2020,10 789 km,82,37 460 €
MERCEDES CLASSE C 4,IV (2) 200 D 160 AMG LINE 9G-TRONIC,2022,27 541 km,95,42 380 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S FEEL,2020,12 868 km,78,14 540 €
CITROEN C4 CACTUS,1.6 BLUEHDI 100 S&S FEEL,2018,52 519 km,31,17 500 €
PEUGEOT 208 (2E GENERATION),II ELECTRIQUE ALLURE BUSINESS,2021,11 598 km,35,27 400 €
PEUGEOT 108,1.0 VTI 72 S&S STYLE 5P,2020,14 969 km,13,14 250 €
KIA PICANTO 3,III (2) 1.0 DPI 67 ISG ACTIVE,2020,2 954 km,26,15 660 €
AUDI Q2,(2) 30 TFSI 110,2022,57 km,14,27 780 €
BMW SERIE 3 GT F34,(F34) (2) 320D 190 SPORT BVA8,2019,127 190 km,14,27 470 €
BMW IX,XDRIVE40,2022,10 260 km,44,118 330 €
MINI COUNTRYMAN 2,II ONE 102 EDITION OAKWOOD BV6,2019,62 487 km,14,31 320 €
MINI COUNTRYMAN 2,II COOPER D FINITION BUSINESS 150 BVA8,2016,58 523 km,69,29 880 €
VOLVO XC40,D4 AWD ADBLUE 190 BUSINESS GEARTRONIC 8,2018,48 102 km,78,37 980 €
DS DS 3,(2) 1.6 BLUEHDI 120 S&S SPORT CHIC BV6,2019,84 329 km,84,18 250 €
FIAT 500 (2E GENERATION),II (2) 1.0 70 4CV BSG DOLCEVITA,2023,12 km,27,21 400 €
FIAT TIPO 2,II 1.4 95 5CV EASY 5P,2017,37 485 km,82,12 820 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I LOUNGE 5P,2016,74 100 km,59,20 500 €
NISSAN JUKE 2,II 1.0 DIG-T 114 N-DESIGN DCT,2022,4 345 km,71,29 640 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S SHINE,2019,42 926 km,47,15 100 €
VOLKSWAGEN TOURAN 3,III 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG6,2016,103 799 km,78,24 130 €
JAGUAR XE,2.0D 180 9CV R-SPORT AWD AUTO,2017,117 600 km,92,31 180 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.6 HYBRID 225 GT E-EAT8,2020,6 466 km,82,50 730 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,1 km,13,19 600 €
PEUGEOT 3008 (2E GENERATION),II HYBRID4 300 GT E-EAT8,2019,16 909 km,17,52 310 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S FEEL,2018,32 387 km,77,15 350 €
MINI MINI 3 5P,III 1.5 COOPER D 116 5P,2015,139 685 km,66,13 320 €
AUDI Q2,2.0 TDI 150 S LINE QUATTRO S TRONIC 7,2018,44 097 km,57,33 550 €
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE INTENS,2020,101 471 km,47,17 530 €
RENAULT ARKANA,1.3 TCE 140 RS LINE EDC 21B,2020,5 553 km,69,34 480 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S GT,2020,1 km,42,24 270 €
VOLVO XC60 (2E GENERATION),II D4 190 ADBLUE R-DESIGN GEARTRONIC 8,2019,76 261 km,69,41 610 €
JEEP COMPASS 2,II 1.4 MULTIAIR 140 SPORT,2018,48 318 km,91,21 620 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 3.0 TDI V6 218 DESIGN LUXE QUATTRO S TRONIC 7,2017,106 005 km,25,37 180 €
BMW X1 F48,(F48) XDRIVE25I XLINE BVA8,2015,98 131 km,92,32 920 €
VOLVO XC40,D4 AWD ADBLUE 190 R-DESIGN GEARTRONIC 8,2018,28 505 km,24,44 060 €
CITROEN C3 (2E GENERATION),II (2) 1.0 PURETECH 68 CONFORT,2016,74 817 km,80,8 460 €
RENAULT CAPTUR 2,II 1.3 TCE 130 FAP INTENS EDC,2020,19 569 km,63,23 760 €
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2019,20 400 km,31,18 580 €
AUDI Q5,(2) 2.0 TFSI 225 AMBITION LUXE QUATTRO TIPTRONIC 8 EU6,2013,148 122 km,95,24 530 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S GRAPHIC,2020,30 539 km,47,17 540 €
SEAT ATECA,1.0 TSI 115 S&S STYLE BUSINESS,2018,30 913 km,69,24 170 €
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2020,11 km,78,22 680 €
MINI COUNTRYMAN 2,II COOPER S 192 EDITION OAKWOOD BVA7,2019,17 953 km,75,40 100 €
BMW X1 F48,(F48) XDRIVE20D M SPORT BVA8,2017,96 414 km,51,29 680 €
MERCEDES GLC,(2) 300 D AMG LINE 4MATIC,2018,102 931 km,28,59 870 €
JAGUAR XK8 COUPE,COUPE 4.2 BVA,2007,90 681 km,44,30 120 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 35 TDI 150 DESIGN LUXE S TRONIC 7,2021,87 034 km,64,29 850 €
CHEVROLET SILVERADO,1500 CREW CAB RST Z71,2021,38 064 km,67,79 170 €
PEUGEOT EXPERT 3 FOURGON,III MOTEUR ELECTRIQUE 50 KWH 136 LONG,2022,2 000 km,17,44 710 €
